what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1398895377780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895378417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895380903
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1398895381375
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1398895381384
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1398895381403
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398895381612
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1398895381747
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1398895382187
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1398895382376
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398895382420
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398895392057
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398895396908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895397602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895419650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895419693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895421066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895421127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895422857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895422899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895423277
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398895425851
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398895425869
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398895428986
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398895429114
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398895430092
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398895430093
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1398895433080
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398895434002
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398895434238
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398895436916
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1398895436916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895489210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398895622585
